user_id,REGION,TENURE,MONTANT,FREQUENCE_RECH,REVENUE,ARPU_SEGMENT,FREQUENCE,DATA_VOLUME,ON_NET,ORANGE,TIGO,ZONE1,ZONE2,MRG,REGULARITY,TOP_PACK,FREQ_TOP_PACK,CHURN
000134b94b87f70dc30597aa19598fbeaa70dc7f,DAKAR,K > 24 month,10400.0,24.0,10900.0,3633.0,26.0,11815.0,12.0,59.0,3.0,0.0,1.0,NO,54,"Data:490F=1GB,7d",8.0,0
000137c77193120a77cccbb484a5a2e27500114f,TAMBACOUNDA,K > 24 month,15150.0,63.0,15901.0,5300.0,68.0,904.0,5191.0,243.0,5.0,,,NO,62,On net 200F=Unlimited _call24H,28.0,0
00013878f9fe99bdb5f3c8c96049a9f69de2c8a7,DAKAR,I 18-21 month,,,,,,0.0,,,,,,NO,3,,,0
00013be0551465ba9cd686f10aa2f0a4f67f4fe6,,K > 24 month,6300.0,12.0,6299.0,2100.0,11.0,,47.0,116.0,5.0,,,NO,32,All-net 500F=2000F;5d,10.0,1
00015b602ab39d3239387e2fae05a165219ffc20,,K > 24 month,3600.0,9.0,5585.0,1862.0,13.0,1470.0,0.0,43.0,2.0,,1.0,NO,49,"Data:490F=1GB,7d",5.0,0
000161937771838e320f2bda5fef0dbad54ad86c,KAOLACK,K > 24 month,2200.0,10.0,1972.0,657.0,19.0,0.0,25.0,20.0,,,,NO,35,Twter_U2opia_Daily,8.0,0
0001621cdb300fe7bb3db4c49160f694f6f4614e,,K > 24 month,1000.0,1.0,1000.0,333.0,3.0,,31.0,32.0,,,,NO,12,"On-net 500=4000,10d",1.0,0
0001817ee3b1acfd61256eefb4cb7f876fc90206,LOUGA,K > 24 month,5700.0,12.0,5550.0,1850.0,12.0,0.0,158.0,135.0,21.0,,,NO,57,MIXT:500F= 2500F on net _2500F off net;2d,10.0,0
00018ab75b4158c8e5f776e72cb8af5102d26ab7,THIES,K > 24 month,100.0,1.0,,,,,,,,,,NO,42,,,0
00018d1c1f6e976696a7f78a6930150b53d2dea8,DAKAR,K > 24 month,,,,,,,,,,,,NO,8,,,0
00018e9fba5d3a9c0955d9d314300c53753b2c80,,K > 24 month,2000.0,4.0,2009.0,670.0,5.0,728.0,111.0,2.0,,,,NO,28,On net 200F=Unlimited _call24H,1.0,0
00019328d3a64a85b98cc0c18b03c1ca2044678a,DAKAR,K > 24 month,4200.0,11.0,4399.0,1466.0,12.0,,71.0,171.0,,,,NO,29,All-net 500F=2000F;5d,3.0,0
0001abb365ae4029a8057c9bb66a3fd206545cb5,DAKAR,K > 24 month,,,,,,709.0,8.0,,,,,NO,5,,,0
0001b44a9810fc7bd85ed01ef62e129017df5410,KAFFRINE,K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,2.0,12.0,,,,NO,5,All-net 500F=2000F;5d,1.0,0
0001b56565732f8d0291ccac6c9d6d8ff10695b8,,K > 24 month,,,,,,,,,,,,NO,3,,,1
0001b59420394aa028655cfecc56a157671c2b8d,,K > 24 month,,,,,,,,,,,,NO,1,,,1
0001bb7ae08980801982865a69fa8697d17e00c6,DAKAR,K > 24 month,12550.0,19.0,12228.0,4076.0,36.0,19.0,23.0,52.0,44.0,,,NO,61,"Data:1000F=2GB,30d",1.0,0
0001c6f26a2b2a44835e332328b300875e7ff243,,K > 24 month,,,,,,,,,,,,NO,1,,,1
0001d0e22dcc7cb633db992322064df7f78e648f,,K > 24 month,,,,,,,,,,,,NO,3,,,0
0001e72a35464faa43999e0339198804c5b53cec,DAKAR,K > 24 month,3350.0,14.0,3061.0,1020.0,15.0,1627.0,3.0,1.0,,,,NO,42,"Data: 100 F=40MB,24H",3.0,0
0001f09ce308c2e94ded38e0c9874d8c980216db,,K > 24 month,200.0,1.0,184.0,61.0,2.0,614.0,6.0,0.0,,,,NO,1,,,0
0001f730876b3030be1536ac4e70ae85d4ce56ec,LOUGA,K > 24 month,3000.0,6.0,3500.0,1167.0,7.0,,150.0,59.0,16.0,,,NO,45,All-net 500F=2000F;5d,5.0,0
0001f8184f532f1ade411e1f1c285d60124bacda,,K > 24 month,3000.0,4.0,3002.0,1001.0,8.0,266.0,1.0,8.0,,,,NO,32,"Data:1000F=2GB,30d",2.0,1
000203138b2da7ed51bf546b6d9e3d9ccd879b57,DAKAR,K > 24 month,9000.0,22.0,8438.0,2813.0,30.0,,343.0,49.0,20.0,,,NO,58,On net 200F=Unlimited _call24H,13.0,0
00020666991bbb333a85a5b1b5bf7e220d7ea788,,K > 24 month,1500.0,3.0,1980.0,660.0,5.0,4341.0,1.0,0.0,,,,NO,29,"Data:490F=1GB,7d",4.0,1
00020c775d4e68d28ef21441bdfb517c060964ae,DIOURBEL,K > 24 month,1500.0,2.0,1314.0,438.0,5.0,,43.0,21.0,2.0,,,NO,9,On-net 1000F=10MilF;10d,1.0,0
00020d4b68ecfd88b1391f568d722646b911d916,LOUGA,K > 24 month,7000.0,19.0,7200.0,2400.0,20.0,0.0,711.0,135.0,,,2.0,NO,62,On net 200F=Unlimited _call24H,11.0,0
00021339dffe3c38af6d3158d4c3cd4dcfcf1fc5,,K > 24 month,,,,,,,,,,,,NO,5,,,1
00022336504afaf05c999882b0174e27d8b30acc,TAMBACOUNDA,K > 24 month,4100.0,8.0,3409.0,1136.0,13.0,0.0,15.0,12.0,,9.0,0.0,NO,36,,,0
00022826cb4a65dbe8da5b3eff3a68474a1e37a2,,K > 24 month,,,,,,,,,,,,NO,1,,,1
000231c1413f096f874bd53411628ae4c34a717b,DAKAR,K > 24 month,200.0,1.0,200.0,67.0,1.0,0.0,261.0,8.0,,,,NO,4,On net 200F=Unlimited _call24H,1.0,0
00023d9e19ad6c5070c89c3f56c93d6eae2e41ec,,K > 24 month,,,,,,,,,,,,NO,11,,,0
0002482c1d6c80be4a7cee9ba310122403e510c7,KAFFRINE,K > 24 month,3000.0,7.0,2800.0,933.0,9.0,,14.0,56.0,1.0,,2.0,NO,34,All-net 500F=2000F;5d,4.0,0
00024a8a35a1f71d69d8d35871f2319ebfc1240b,,K > 24 month,,,,,,,0.0,,,,,NO,5,,,0
000252c836d21ea4285dc114be084d4234c719c0,DAKAR,K > 24 month,24500.0,43.0,25000.0,8333.0,42.0,0.0,62.0,616.0,30.0,1.0,,NO,62,All-net 500F=2000F;5d,45.0,0
000254c2942f3208ace796ec4463c0abc349a164,,K > 24 month,,,,,,,,,,,,NO,3,,,1
00025f1f26ff4dfb6135f6c4afbae8feb0ac2aa2,SAINT-LOUIS,K > 24 month,8800.0,37.0,9702.0,3234.0,43.0,6479.0,2.0,7.0,,,,NO,37,"Data: 200 F=100MB,24H",41.0,0
0002671f90f211a231b394bde19da514de17de51,DAKAR,K > 24 month,19700.0,73.0,20300.0,6767.0,73.0,2247.0,8941.0,338.0,78.0,,,NO,62,On net 200F=Unlimited _call24H,53.0,0
000267480fa16846e02fe01b6c9b46851f841208,,K > 24 month,,,,,,,,,,,,NO,1,,,1
00027bba0face6a0192e068cdd154a77807e7015,,K > 24 month,,,,,,,,,,,,NO,2,,,1
00027c01af72ed3d72b3b05af8db18f09293c699,DIOURBEL,K > 24 month,4000.0,4.0,3991.0,1330.0,5.0,7307.0,0.0,29.0,21.0,,,NO,59,"Data:1000F=2GB,30d",4.0,0
00027e73f9c315768a1c9fc3ecb600d0bb5ecd86,,K > 24 month,9850.0,32.0,9639.0,3213.0,38.0,2700.0,4.0,10.0,8.0,1.0,,NO,49,"Data: 200 F=100MB,24H",17.0,1
00027fcff3ef96fcc1b0562f55feb197a7b5a56d,DAKAR,K > 24 month,1500.0,3.0,1499.0,500.0,10.0,,2.0,,10.0,,,NO,11,,,0
000290e4dd7ca176ed6564ceefc4c06965def23a,,K > 24 month,1000.0,1.0,991.0,330.0,2.0,138.0,0.0,5.0,,,,NO,1,"Data:490F=1GB,7d",1.0,0
00029f264573e791125f8513bd55a5ce6f6ed31e,DAKAR,K > 24 month,20700.0,48.0,21697.0,7232.0,57.0,4.0,1940.0,356.0,13.0,,,NO,61,MIXT:500F= 2500F on net _2500F off net;2d,31.0,0
0002a080f2d5b33675118ab6d89732046cf676e9,,K > 24 month,,,,,,,,,,,,NO,2,,,0
0002a0a61452cdac5de02d292ce4d2a1605e191a,DAKAR,K > 24 month,18150.0,37.0,19049.0,6350.0,37.0,0.0,6235.0,158.0,5.0,,,NO,62,On-net 500F_FNF;3d,24.0,0
0002ada1719bc6939275e1e66f9a15a1ea28a31a,KAOLACK,I 18-21 month,500.0,1.0,500.0,167.0,3.0,,3.0,1.0,,,,NO,7,,,1
0002b3f2142b0789ec639e43cb0586a21a4528a0,DAKAR,K > 24 month,3150.0,10.0,3143.0,1048.0,22.0,3048.0,14.0,1.0,,0.0,,NO,32,"Data: 100 F=40MB,24H",8.0,0
0002bbff1e9d58f84f04d89ab67536d44f2201e4,,K > 24 month,,,,,,,,,,,,NO,4,,,1
0002bf4a8974f860fb22681afc3a30c7106e261f,DAKAR,K > 24 month,8504.0,29.0,9304.0,3101.0,44.0,59.0,48.0,172.0,37.0,,,NO,51,On net 200F=Unlimited _call24H,31.0,0
0002c71b578f597fc0e1e63f96fc3cf433ccbc15,KOLDA,H 15-18 month,,,,,,0.0,,,,,,NO,2,,,0
0002c9b12a68dba967fd9d71068c349d495a15ba,,K > 24 month,,,,,,,,,,,,NO,3,,,1
0002dbe0ef792c10dc1b63cf691533eaa64458c7,DAKAR,K > 24 month,6500.0,13.0,7000.0,2333.0,15.0,1074.0,161.0,214.0,1.0,0.0,,NO,46,All-net 500F=2000F;5d,12.0,0
0002de648500483330a14557f09b7a8f8185cd07,,K > 24 month,13000.0,30.0,13942.0,4647.0,39.0,11705.0,55.0,188.0,46.0,,,NO,61,All-net 500F=2000F;5d,10.0,0
0002e09c811d141a40c8e7b7b174e3cb16f4f18d,DAKAR,K > 24 month,16500.0,40.0,15293.0,5098.0,39.0,0.0,2354.0,96.0,182.0,,,NO,62,On net 200F=Unlimited _call24H,19.0,0
0002e184ca8d8c2bcd13c5dadc1110800eed6484,DAKAR,K > 24 month,,,,,,,,,,,,NO,2,,,0
0002e717cd705c1f54a7d1a077d59301fdfa3443,,K > 24 month,,,,,,,,,,,,NO,1,,,1
0002e8fa98833131fd77b2c13699b8b1517c5870,,K > 24 month,6600.0,12.0,6579.0,2193.0,14.0,9554.0,3.0,35.0,,,,NO,43,"Data:490F=1GB,7d",7.0,0
0002ec3e044b5d3fdfa47ebbd7dbbdced07cf64c,,K > 24 month,,,,,,,,,,,,NO,2,,,0
0002f226dc76a48776216ef4148833786d51e1b8,THIES,K > 24 month,,,,,,163.0,6.0,,,,,NO,14,,,0
0002f28661e2bb706292acd5752f212f6dda0e23,,K > 24 month,,,,,,,,,,,,NO,3,,,0
0002f48033b2c3673e728676c3bcc8f7ae58de28,KAFFRINE,K > 24 month,2000.0,2.0,1982.0,661.0,3.0,5469.0,7.0,,,,,NO,27,"Data:1000F=2GB,30d",2.0,0
0002f52145cdee4925fcce5efe557ea15278a5ec,DAKAR,K > 24 month,,,249.0,83.0,1.0,,6.0,2.0,3.0,,,NO,6,,,0
0002f61e5418a5e6aaeab0c1e5c227c6eccee6a2,LOUGA,K > 24 month,100.0,1.0,91.0,30.0,1.0,0.0,20.0,,,,,NO,27,,,0
0002f9e5a8c8e09a2dee9b951d69c133e859f5d3,LOUGA,K > 24 month,,,,,,1.0,1.0,,,,,NO,61,,,0
0002fc091180341f2b1111010671403f3a576c86,,K > 24 month,,,,,,,,,,,,NO,2,,,0
0002fc394d68e086e443f8707428bdde0c7c6158,,K > 24 month,11100.0,19.0,12102.0,4034.0,19.0,0.0,9.0,327.0,4.0,,,NO,38,All-net 500F=2000F;5d,24.0,0
0003062f989475ebb98cc0a9912fb8e78faaec1e,KAOLACK,K > 24 month,1300.0,3.0,1300.0,433.0,8.0,0.0,,0.0,,,,NO,12,MIXT:500F= 2500F on net _2500F off net;2d,2.0,0
000313d8134812078876327569fad352a2e4c604,,K > 24 month,500.0,1.0,980.0,327.0,2.0,3578.0,,,,,,NO,4,"Data:490F=1GB,7d",2.0,1
000322092f2e27d3b53d0d19270f7c9b135d506a,SAINT-LOUIS,K > 24 month,11600.0,25.0,11181.0,3727.0,35.0,6725.0,209.0,35.0,73.0,,0.0,NO,60,All-net 500F=2000F;5d,9.0,0
000327436659155b1c060cd6205e85e93343febc,SAINT-LOUIS,K > 24 month,2100.0,12.0,2200.0,733.0,14.0,170.0,137.0,17.0,,2.0,,NO,55,"Data: 100 F=40MB,24H",9.0,0
00033d56b3736796db129efa38b5663295c804c9,,K > 24 month,2500.0,5.0,2500.0,833.0,8.0,2026.0,,0.0,0.0,,,NO,39,"Data:490F=1GB,7d",5.0,0
00034311933427b3d111a443c335bafc04f32d42,DAKAR,K > 24 month,23000.0,5.0,12310.0,4103.0,21.0,,43.0,153.0,111.0,8.0,,NO,42,Jokko_Daily,2.0,0
000346aad0009cfcad49c1f3689b7b8a25dc544e,KAOLACK,K > 24 month,100.0,1.0,82.0,27.0,1.0,1.0,8.0,1.0,,,,NO,34,,,0
00034994ea82e68bb2d3701f84084ac06d12c886,,K > 24 month,,,,,,,,,,,,NO,2,,,1
00034fc3967eba692614bc7bd2e6657596f77ac7,,K > 24 month,,,,,,,,,,,,NO,2,,,1
00035046408928f211aed73ec7da42942503ad0d,,K > 24 month,2500.0,5.0,2500.0,833.0,5.0,0.0,44.0,61.0,2.0,,,NO,25,All-net 500F=2000F;5d,4.0,0
0003509d64606735e66a3d32f2a1a084f613ee4b,THIES,H 15-18 month,8500.0,17.0,8897.0,2966.0,21.0,17692.0,,20.0,,,4.0,NO,56,"Data:490F=1GB,7d",16.0,0
0003577fa48cf14ec52e42deba0dcc63b77629d8,DIOURBEL,J 21-24 month,200.0,1.0,200.0,67.0,3.0,,1.0,,1.0,,,NO,7,,,0
00035f943a8a8e176fdd5a44059b38dcc0c73f5a,,I 18-21 month,,,,,,,7.0,4.0,6.0,,,NO,6,,,0
000371870d223d730d0a26ca7aa746c14aaacef3,DAKAR,K > 24 month,,,,,,,,,,,,NO,3,,,0
000374b85615984670f3c9e9f104036914e5c829,,K > 24 month,,,20.0,7.0,1.0,,,,,,,NO,5,,,0
000388e2e207c3ca56b49bc983a37349c0c158ce,LOUGA,K > 24 month,5000.0,10.0,5500.0,1833.0,11.0,0.0,132.0,202.0,20.0,,,NO,52,MIXT:500F= 2500F on net _2500F off net;2d,11.0,0
0003a30d327929fb0412011fe86776308422ada5,DAKAR,K > 24 month,2150.0,5.0,2149.0,716.0,7.0,4209.0,0.0,0.0,,,,NO,21,"Data:490F=1GB,7d",4.0,0
0003a94d29836033ad518712c1d98380f4089044,,K > 24 month,,,,,,,,,,,,NO,3,,,0
0003ac77ac51c2586adf6f4f0ad49becbacb8b80,DAKAR,K > 24 month,17000.0,31.0,17499.0,5833.0,46.0,319.0,28.0,84.0,42.0,,9.0,NO,62,IVR Echat_Daily_50F,24.0,0
0003aed6e70e1acc75ea72e59628e0af79a72241,,I 18-21 month,1000.0,2.0,999.0,333.0,2.0,763.0,8.0,0.0,,,,NO,1,"On-net 500=4000,10d",1.0,1
0003afcd0d20824b3cec339b1ba0f9e4aeb590d7,KAOLACK,K > 24 month,500.0,2.0,494.0,165.0,3.0,0.0,102.0,9.0,,,,NO,35,On net 200F=Unlimited _call24H,2.0,0
0003b16b5cb2971465b910dbf3012d3fa147a5d9,,K > 24 month,1500.0,9.0,1501.0,500.0,12.0,,7.0,21.0,,,,NO,30,All-net 500F=2000F;5d,1.0,0
0003b94259a39e84c60721b88a29d32fa9ec8cd3,,K > 24 month,1200.0,3.0,1180.0,393.0,3.0,2955.0,28.0,1.0,,,,NO,21,"Data:490F=1GB,7d",2.0,1
0003c1e5c89047fa7b72f10773dcf4d9c3422c08,DAKAR,K > 24 month,9500.0,19.0,10000.0,3333.0,20.0,0.0,1.0,262.0,39.0,,,NO,44,All-net 500F=2000F;5d,18.0,0
0003c6951a55fd9189b5aeca35ad076f6b2c409b,,K > 24 month,,,,,,,,,,,,NO,1,,,1
0003cd7d52c213cd1616b389c506527279c2d4b2,KAOLACK,K > 24 month,1000.0,5.0,1200.0,400.0,5.0,28.0,7.0,,,,,NO,10,"Data: 200 F=100MB,24H",6.0,0
0003d11caa965e47ab0141de899bbcc0601ccbc9,,K > 24 month,,,,,,,,,,,,NO,2,,,1
0003d31b23a052155cb31c4673a88ce5e033f8b9,KAOLACK,K > 24 month,2000.0,3.0,1980.0,660.0,4.0,1359.0,11.0,4.0,,,,NO,24,"Data:490F=1GB,7d",3.0,0
0003e4d834f5e1ad75d1df99ebb7402feff8338a,,K > 24 month,,,,,,,,,,,,NO,1,,,1
0003edd33263b9670dc1b6cfab14b4eaa988efa5,SAINT-LOUIS,K > 24 month,2000.0,6.0,1700.0,567.0,10.0,,90.0,27.0,1.0,,,NO,18,On net 200F=Unlimited _call24H,5.0,0
0003f0692cb11462fe5696d1f2242368b53f0eb6,DAKAR,K > 24 month,6750.0,13.0,7273.0,2424.0,19.0,6045.0,39.0,256.0,19.0,,,NO,57,Pilot_Youth4_490,12.0,0
0003fa33dc00e9585323b9faa54abdfdde04dd42,SAINT-LOUIS,K > 24 month,2700.0,17.0,3000.0,1000.0,20.0,3305.0,,,,,,NO,19,"Data: 100 F=40MB,24H",13.0,0
000404e26cc519a3b0e81ff58f00cfad51c98df6,TAMBACOUNDA,K > 24 month,2000.0,4.0,2500.0,833.0,6.0,0.0,108.0,71.0,,0.0,,NO,50,All-net 500F=2000F;5d,4.0,0
00040a549abce4351572dc27cd8b64d506e60ff3,,K > 24 month,300.0,1.0,301.0,100.0,3.0,1954.0,1.0,0.0,,,,NO,21,"Data: 200 F=100MB,24H",1.0,0
0004107a8299b0b1f32076499a384453a2b6e3e7,,K > 24 month,1000.0,8.0,801.0,267.0,11.0,0.0,3.0,1.0,1.0,,0.0,NO,44,,,0
00041e294be1e4623406f98039a499ca871d236c,DAKAR,K > 24 month,,,,,,,0.0,,,,,NO,1,,,0
00041f508804173ea59021698e9e83f0a8c10c98,DAKAR,K > 24 month,1000.0,1.0,1021.0,340.0,2.0,1743.0,,0.0,,,,NO,31,"Data:1000F=2GB,30d",1.0,0
000426dd598182a52002d5a0c55769cf6f5e2a8a,DAKAR,K > 24 month,200.0,2.0,186.0,62.0,2.0,,9.0,1.0,,,,NO,8,,,0
00042bb5c0582710a4dbea4c93cea9cc96bda1c5,KAOLACK,K > 24 month,950.0,3.0,1400.0,467.0,4.0,1744.0,161.0,8.0,0.0,,,NO,31,Mixt 250F=Unlimited_call24H,2.0,0
00042fa65985eaae3661ea48d645ec8ed78f74fc,,K > 24 month,,,,,,,,,,,,NO,3,,,1
0004499b27bcd05e6de431b1d50e44e36cd99f72,DAKAR,K > 24 month,500.0,1.0,990.0,330.0,2.0,926.0,4.0,,,,,NO,12,"Data:490F=1GB,7d",1.0,0
0004529f924a025811b48c1e9043ea77ec027f01,KAOLACK,K > 24 month,500.0,1.0,500.0,167.0,1.0,,28.0,5.0,1.0,,,NO,44,MIXT:500F= 2500F on net _2500F off net;2d,1.0,0
00045c069aeeb6523f55ba7dcda08b4102b39a80,,K > 24 month,,,,,,,,,,,,NO,1,,,0
00045f93d1d00d09aed9e64e662408f27ace8c4f,,K > 24 month,,,,,,,,,,,,NO,1,,,1
0004630ba96189168d241c335e9d996badd5f57f,,K > 24 month,,,,,,,,,,,,NO,10,,,0
0004636a5fdee353cce4fbf14a4ea0e11395cc07,THIES,K > 24 month,200.0,1.0,184.0,61.0,2.0,,7.0,1.0,,,,NO,12,,,0
00049a29a3c80518de3931d8a399d97e2a4a18aa,DAKAR,K > 24 month,,,,,,869.0,8.0,,,,,NO,6,,,0
00049b0293e34e3edaf2b7089c726c4c42149dff,DAKAR,K > 24 month,1500.0,3.0,1923.0,641.0,6.0,,5.0,32.0,2.0,,,NO,19,Jokko_Daily,1.0,0
0004a626cd10bb3fe1253fa7abc32e24cc9685fa,DAKAR,K > 24 month,,,,,,75.0,0.0,1.0,,,,NO,6,,,0
0004af72b0fd2ffe7ef89fc4f10af5035e190431,,K > 24 month,,,,,,,,,,,,NO,1,,,1
0004b1905c10c5724fb3d39b7998da5e3d34e7e4,THIES,K > 24 month,500.0,1.0,500.0,167.0,1.0,,24.0,,,,,NO,21,"On-net 500=4000,10d",1.0,0
0004b8db21f50f9f051ad22f6493e91a60027ba2,,I 18-21 month,1100.0,2.0,1100.0,367.0,1.0,,3.0,13.0,1.0,,,NO,9,All-net 500F=2000F;5d,1.0,0
0004bd69e9ca4704e0bde84a0ddcf3ac60ebacfe,,K > 24 month,,,,,,,,,,,,NO,2,,,1
0004bd6d45f49411145f102113f80a968f657723,DAKAR,K > 24 month,1800.0,16.0,1800.0,600.0,16.0,994.0,6.0,,,,,NO,35,"Data: 100 F=40MB,24H",15.0,0
